case_material,band_material,case_back,bezel_material,brand,gender,movement,watch_style,case_thickness,crystal,hands,dial_markers,case_diameter,water_resistance,price_segment
Stainless Steel,Stainless Steel with 18kt Sedna Gold Bars,Solid,18kt Sedna Gold,Omega,WOMENS,Quartz,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold Skeleton,Index,28.0,30.0,1
Stainless Steel,Leather,Solid,Stainless Steel,Seiko,WOMENS,Quartz,Sport,6.4,Scratch Resistant Hardlex,Gold-tone,Index,26.0,50.0,0
Stainless Steel,Leather,Solid,Stainless Steel,Breitling,UNISEX,Quartz,Luxury,11.35,Scratch Resistant Sapphire,Silver-tone,Index,36.0,100.0,1
Stainless Steel,Leather,Solid,Stainless Steel,Chopard,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Blue,Index,44.0,100.0,1
Stainless Steel,Leather,Solid,Stainless Steel,Longines,MENS,Automatic,Casual,13.3,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,43.0,100.0,1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Gv2 By Gevril,WOMENS,Quartz,Fashion,12.0,Scratch Resistant Sapphire,Rose Gold-tone,Roman Numeral & Index,36.0,50.0,0
Stainless Steel,Leather,Solid,Stainless Steel,Stuhrling Original,MENS,Quartz,Dress,11.0,Scratch Resistant Mineral,Blue,Arabic Numeral,41.0,50.0,0
18kt Yellow Gold,Leather,Solid,18kt Yellow Gold,Chopard,MENS,Quartz,Luxury,11.0,Scratch Resistant Sapphire,Yellow Gold-tone,Roman & Index,35.0,30.0,2
18kt Everose Gold,Leather,Solid,18kt Everose Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Index,39.0,50.0,3
Titanium,Leather,Solid,Titanium,Panerai,MENS,Automatic,Luxury,15.65,Scratch Resistant Sapphire,Luminous Black,Index,44.0,30.0,2
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Chopard,WOMENS,Quartz,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Roman Numeral,36.0,30.0,1
Stainless Steel,Alligator Leather,Skeleton Transparent Exhibition See Through,Stainless Steel,Carl F. Bucherer,MENS,Automatic,Luxury,12.54,Scratch Resistant Sapphire,Silver-tone Dauphine-style shape,Index,42.0,30.0,1
Stainless Steel 316L,Leather,Solid,Stainless Steel 316L,Mathey-Tissot,WOMENS,Quartz,Casual,4.0,Scratch Resistant Sapphire,Luminous Blue,Index,30.0,50.0,0
Stainless Steel,Leather,Solid,Stainless Steel,Equipe,MENS,Quartz,Sport,13.0,Scratch Resistant Mineral,Luminous Silver-tone,Arabic Numeral,45.0,200.0,0
Alloy,Alloy,Solid,Alloy,Breed,MENS,Quartz,Casual,11.0,Scratch Resistant Mineral,Silver-tone,Arabic Numeral and Index,46.0,50.0,0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Baume Et Mercier,MENS,Automatic,Luxury,11.5,Scratch Resistant Sapphire,Blue,Arabic Numeral & Index,41.0,50.0,1
Stainless Steel,Leather,Solid,Stainless Steel,Stuhrling Original,MENS,Quartz,Dive,13.0,Scratch Resistant Mineral,Black,Index,43.0,10.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Gv2 By Gevril,WOMENS,Quartz,Fashion,8.5,Scratch Resistant Sapphire,Rose Gold-tone,Diamond,32.0,50.0,0
18kt White Gold,Alligator Leather,Skeleton Transparent Exhibition See Through,18kt White Gold,Vacheron Constantin,MENS,Hand Wind,Luxury,8.2,Scratch Resistant Sapphire,Black,Roman Numeral,39.0,30.0,3
Platinum,Platinum,Skeleton,Platinum,Audemars Piguet,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Black Leaf-style shape,Index,42.0,94.38815128863104,4
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Breitling,MENS,Automatic,Sport,16.4,Scratch Resistant Sapphire,Silver-tone,Index,43.0,300.0,1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Breitling,MENS,Automatic,Luxury,13.87,Scratch Resistant Sapphire,Luminous Silver-tone,Arabic Numeral,43.0,100.0,1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Citizen,MENS,Eco-Drive,Sport,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,41.0,100.0,0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Baume Et Mercier,MENS,Automatic,Luxury,14.9,Scratch Resistant Sapphire,Blue,Arabic Numeral & Index,43.0,50.0,1
18kt Rose Gold,18kt Rose Gold,Solid,18kt Rose Gold,Cartier,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Blued-steel Sword-shaped,Black Roman Numeral,39.0,100.0,3
Composite Metal,Leather,Solid,Composite Metal set with Crystals,August Steiner,WOMENS,Quartz,Fashion,11.0,Scratch Resistant Mineral,Gold-tone,Index,36.0,30.0,0
Stainless Steel,Leather,Solid,Stainless Steel,Seiko,MENS,Quartz,Dress,12.0,Scratch Resistant Sapphire,Silver-tone,Index,39.0,100.0,0
Stainless Steel,(Croco-Embossed) Leather,Solid,Stainless Steel,Seiko,UNISEX,Quartz,Casual,6.0,Scratch Resistant Hardlex,Black,Roman Numeral,28.0,30.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Tissot,WOMENS,Quartz,Casual,9.6,Scratch Resistant Sapphire,Silver-tone,Index,35.0,100.0,0
Stainless Steel,Stainless Steel and 18kt Yellow Gold Rolex Jubilee,Solid,18kt Yellow Gold,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold-tone,Diamond,28.0,100.0,2
Stainless Steel,Leather,Transparent See Through,Stainless Steel,U-Boat,MENS,Automatic,Casual,11.196182331158523,Scratch Resistant Sapphire,Black,Arabic Numeral & Index,42.0,100.0,1
Stainless Steel,Leather,Skeleton,Stainless Steel,Mido,MENS,Automatic,Casual,14.5,Scratch Resistant Sapphire,Luminous Rose Gold-tone,Dot,38.299275680421424,100.0,1
Stainless Steel,Rubber,Solid,Stainless Steel,Certina,UNISEX,Quartz,Casual,11.7,Scratch Resistant Sapphire,Luminous Grey,Index,40.0,100.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Omega,WOMENS,Automatic,Luxury,9.5,Scratch Resistant Sapphire,Silver-tone Dauphine-style shape,Diamond,32.0,30.0,1
18kt Yellow Gold,Leather,Solid,18kt Yellow Gold,Cartier,MENS,Hand Wind,Luxury,6.6,Mineral,Yellow Gold,Index-Roman Numeral,25.0,30.0,2
Stainless Steel,Stainless Steel,Solid,Diamond Set,Tudor,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Diamond,31.0,100.0,1
18kt Yellow Gold,18kt Yellow Gold Rolex President,Solid,18kt Yellow Gold,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Roman- Diamond Numeral,31.0,100.0,3
Stainless Steel,Leather,Solid,Stainless Steel,IWC,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Blue,Arabic Numeral,43.0,60.0,1
White Gold,Satin,Solid,Diamond Set,Piaget,WOMENS,Quartz,Luxury,7.7,Scratch Resistant Sapphire,Silver-tone,Index,38.0,30.0,3
Stainless Steel,Stainless Steel,Transparent,Carbon Fiber,Gevril,MENS,Automatic,Luxury,12.0,Scratch Resistant Sapphire,Yellow Gold-tone,Arabic Numeral,42.0,100.0,1
18kt Yellow Gold,18kt Yellow Gold Rolex President,Solid,18kt Yellow Gold,Rolex,UNISEX,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold-tone,Roman- Diamond Numeral,36.0,100.0,3
Alloy,Stainless Steel,Solid,Alloy,Stuhrling Original,WOMENS,Quartz,Fashion,9.0,Scratch Resistant Mineral,Luminous Silver-tone,Dot,32.0,100.0,0
Stainless Steel,Silicone,Solid,Stainless Steel,Invicta,MENS,Quartz,Casual,11.5,Flame Fusion,Gold-tone,Index,45.0,50.0,0
Stainless Steel,Leather,Transparent,Stainless Steel,Armand Nicolet,MENS,Automatic,Dress,12.0,Scratch Resistant Sapphire,Silver-tone,Index,41.0,50.0,1
Stainless Steel,(Military) Leather,Solid,Stainless Steel,Breitling,MENS,Automatic,Dive,16.43,Scratch Resistant Sapphire,Luminous Silver-tone,Index,38.299275680421424,300.0,1
Stainless Steel,Polyurethane with Yellow Gold-tone accents,Solid,Stainless Steel with Blue Top Ring,Invicta,MENS,Quartz,Sport,17.0,Flame Fusion,Gold-tone Skeleton,Dot,48.0,100.0,0
Titanium,Titanium,Transparent,Titanium,Oris,MENS,Hand Wind,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,44.0,100.0,1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Longines,MENS,Quartz,Dress,11.8,Scratch Resistant Sapphire,Luminous Black,Index-Arabic Numerals,41.0,50.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel with a Black (Count-Up Elapsed Time) Top Ring,Invicta,MENS,Quartz,Sport,11.0,Flame Fusion,Luminous Silver-tone,Dot,37.0,200.0,0
Stainless Steel,Stainless Steel with 18kt Rose Gold,Transparent,18kt Rose Gold,Omega,MENS,Automatic,Dress,11.196182331158523,Scratch Resistant Sapphire,Luminous Rose Gold-tone,Index,39.0,100.0,1
Stainless Steel,Stainless Steel,Transparent See Through,Stainless Steel,Citizen,MENS,Automatic,Casual,13.1,Scratch Resistant Mineral,Silver-tone,Index,40.0,50.0,0
Stainless Steel,Alligator,Transparent See Through,Stainless Steel,Omega,MENS,Hand Wind,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,40.0,30.0,1
Stainless steel,Stainless Steel,Solid,Stainless steel,Johan Eric,MENS,Quartz,Casual,8.0,Scratch Resistant Mineral,Black,Index,40.0,50.0,0
Stainless Steel,Stainless Steel,Solid,Crystal Set,Ferre Milano,WOMENS,Quartz,Casual,8.0,Scratch Resistant Mineral,Rose Gold-tone Sword-shaped,Index,30.0,50.0,0
18kt White Gold,(Alligator) Leather,Solid,18kt White Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Index,39.0,50.0,2
Polished Stainless Steel,Polished Stainless Steel,Solid,Stainless Steel,Breitling,MENS,Automatic,Luxury,10.7,Scratch Resistant Sapphire,Luminous Silver-tone,Index,38.299275680421424,200.0,1
Titanium,Rubber,Skeleton Transparent Exhibition See Through,Titanium,Jaquet Droz,MENS,Automatic,Luxury,11.93,Scratch Resistant Sapphire,Silver-tone,Roman Numeral,45.0,50.0,1
Stainless Steel,Rubber,Solid,Stainless Steel,U-Boat,MENS,Quartz,Casual,20.0,Scratch Resistant Sapphire,Luminous Black,Arabic Numeral,45.0,100.0,1
Composite Metal,Leather,Solid,Composite Metal,Joshua And Sons,MENS,Quartz,Fashion,11.0,Scratch Resistant Mineral,Luminous Black,Index,42.0,30.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Michael Kors,MENS,Quartz,Casual,13.0,Scratch Resistant Mineral,Luminous Gold-tone,Index,45.0,50.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Longines,UNISEX,Automatic,Dress,8.2,Scratch Resistant Sapphire,Silver-tone,Roman Numeral,35.0,30.0,0
Titanium,Rubber,Transparent,Diamond Set,Hublot,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index-Arabic Numerals,42.0,100.0,2
Stainless Steel,Genuine Leather,Solid,Stainless Steel,Mathey-Tissot,WOMENS,Quartz,Casual,11.196182331158523,Scratch Resistant Mineral,Silver-tone,Arabic Numeral,34.0,50.0,0
Composite Metal,Leather,Solid,Stainless Steel,Akribos Xxiv,WOMENS,Quartz,Dress,7.5,Scratch Resistant Hardlex,Silver-tone,Index,34.0,30.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Gv2 By Gevril,WOMENS,Quartz,Fashion,8.5,Scratch Resistant Sapphire,Yellow Gold-tone,Arabic Numeral & Index,37.0,50.0,0
Stainless Steel,Silicone,Solid,Stainless Steel with an inlaid Green Ring,Shield,MENS,Quartz,Casual,14.0,Scratch Resistant Mineral,Luminous Silver-tone,Dot / Small Arabic Numeral,45.0,200.0,0
Stainless Steel,Leather,Solid,Stainless Steel,Hamilton,WOMENS,Quartz,Dress,8.64,Sapphire,Blue Alpha-style,Black Roman Numeral,23.0,50.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Revue Thommen,MENS,Automatic,Dive,12.65,Scratch Resistant Sapphire,Rose Gold-tone,Index,42.0,300.0,0
Stainless Steel,Leather,Solid,Stainless Steel,Daniel Wellington,WOMENS,Quartz,Casual,6.0,Scratch Resistant Mineral,Rose Gold-tone,Index,32.0,30.0,0
18kt Everose Gold,18kt Everose Gold Rolex President,Solid,18kt Everose Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose-Gold Tone,Arabic Numeral,36.0,100.0,3
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Diesel,MENS,Quartz,Casual,10.0,Scratch Resistant Mineral,Luminous Gold-tone,Index,46.0,50.0,0
18kt Everose Gold,18kt Everose Gold Rolex Oyster,Solid,18kt Everose Gold,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Everose Gold,Diamonds,31.0,100.0,3
Stainless Steel,Stainless Steel with 18kt Rose Gold Bars,Transparent,18kt Rose Gold,Omega,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Rose Gold-tone Dauphine-style,Index,38.0,100.0,1
Stainless Steel,Rubber,Transparent,Stainless Steel with a Blue Ceramic Ring,Breitling,MENS,Automatic,Luxury,15.5,Scratch Resistant Sapphire,Luminous Silver-tone Arrow-shaped,Index,44.0,200.0,1
Stainless Steel,Leather,Solid,Stainless Steel,Breitling,UNISEX,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,34.0,100.0,2
Stainless Steel,Stainless Steel set with Swarovski Crystals,Solid,Stainless Steel set with Swarovski Crystals,Bulova,MENS,Quartz,Dress,10.0,Scratch Resistant Mineral,Luminous Yellow Gold-tone,Index,41.0,30.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Citizen,MENS,Quartz,Dress,10.9,Sapphire,Silver-tone,Index,41.0,100.0,0
Ceramic,Calfskin,Solid,Ceramic,Tudor,MENS,Automatic,Luxury,15.0,Scratch Resistant Sapphire,Grey,Index,38.299275680421424,150.0,1
Stainless Steel,Alligator,Solid,Diamond Set Stainless Steel,Longines,WOMENS,Quartz,Luxury,11.196182331158523,Scratch Resistant Sapphire,Blue,Roman Numeral,23.0,30.0,1
Stainless Steel,Silicone,Solid,Stainless Steel,Technomarine,UNISEX,Quartz,Sport,13.5,Mineral,Luminous Blue,Roman Numeral and Arabic Numeral,48.0,200.0,0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Tissot,MENS,Automatic,Casual,14.5,Scratch Resistant Sapphire,Silver-tone,Index,42.0,100.0,1
Stainless steel,Leather,Solid,Stainless steel,Johan Eric,WOMENS,Quartz,Casual,8.0,Scratch Resistant Mineral,Rose Gold-tone,Index,35.0,30.0,0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Tissot,MENS,Automatic,Casual,11.5,Scratch Resistant Sapphire,Rose Gold-tone,Index,40.0,100.0,0
Ceramic,Ceramic,Transparent,Ceramic,Rado,MENS,Automatic,Casual,11.0,Scratch Resistant Sapphire,Grey,Index,38.299275680421424,100.0,0
Alloy,Leather,Solid,Alloy,Stuhrling Original,MENS,Quartz,Dress,9.0,Scratch Resistant Mineral,Blue Alpha-style,Index,42.0,50.0,0
Stainless Steel,Fabric,Solid,Stainless Steel,Zeno,MENS,Automatic,Dive,19.0,Scratch Resistant Sapphire,Luminous Silver-tone Arrow-shaped,Index,47.0,500.0,0
Stainless Steel,Leather,Transparent,Stainless Steel,Stuhrling Original,MENS,Automatic,Dive,16.0,Scratch Resistant Mineral,Silver-tone,Index,42.0,200.0,0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Tissot,MENS,Automatic,Casual,11.2,Scratch Resistant Sapphire,Silver-tone,Index-Roman Numeral,39.0,50.0,0
Stainless Steel,Stainless Steel,Transparent See Through,Stainless Steel,Audemars Piguet,MENS,Automatic,Luxury,8.1,Scratch Resistant Sapphire,Silver-tone,Index,39.0,50.0,3
Titanium,Rubber,Transparent See Through,Titanium,Hublot,WOMENS,Quartz,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,33.0,50.0,1
Stainless Steel,Stainless Steel,Solid,Diamond Set,Tudor,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,31.0,100.0,1
Ceramic,Ceramic,Transparent See Through,Diamond Set,Chanel,WOMENS,Automatic,Dress,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Diamond,38.0,200.0,2
Stainless Steel,Stainless Steel Oyster,Solid,Cerachrom,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,40.0,100.0,3
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Bulova,WOMENS,Automatic,Dress,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Diamond,32.0,30.0,0
Stainless Steel,Rubber,Transparent See Through,Stainless Steel,Zenith,MENS,Automatic,Dress,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,39.0,100.0,1
Stainless Steel,Cloth with Leather Backing,Solid,Stainless Steel,Invicta,MENS,Quartz,Sport,13.0,Scratch Resistant Mineral,Luminous Black,Arabic Numeral,46.0,100.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Invicta,WOMENS,Quartz,Casual,11.0,Scratch Resistant Mineral,Luminous Silver-tone,Index,36.0,50.0,0
Stainless Steel,Rubber,Solid,Stainless Steel,Tissot,MENS,Quartz,Casual,10.4,Scratch Resistant Sapphire,Silver-tone,Index,40.0,100.0,0
Stainless Steel,Leather,Transparent,Stainless Steel,Orient,MENS,Automatic,Casual,11.0,Scratch Resistant Sapphire,Luminous Rose Gold-tone,Index,42.0,50.0,0
High-Tech Ceramic,High-Tech Ceramic,Transparent,High-Tech Ceramic,Rado,UNISEX,Automatic,Luxury,9.7,Scratch Resistant Sapphire,Rose Gold-tone,Index,38.0,50.0,1
Stainless Steel,Leather,Solid,Stainless Steel,Gevril,WOMENS,Quartz,Luxury,7.5,Scratch Resistant Sapphire,Yellow Gold-tone,Roman Numeral,36.0,50.0,1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Ulysse Nardin,MENS,Automatic,Luxury,13.85,Scratch Resistant Sapphire,Silver-tone Spade-shape,Roman Numeral,43.0,100.0,1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Invicta,MENS,Quartz,Casual,12.0,Flame Fusion,Luminous Silver-tone,Arabic Numeral,45.0,100.0,0
Stainless Steel,Stainless Steel Rolex Oyster,Solid,Stainless Steel,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Luminous Stick,40.0,100.0,1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Stuhrling Original,MENS,Automatic,Dive,16.0,Scratch Resistant Mineral,Silver-tone,Index,44.0,200.0,0
Stainless Steel,Rubber,Transparent,Ceramic,Omega,MENS,Automatic,Dive,11.196182331158523,Scratch Resistant Sapphire,18kt White Gold,Index-Arabic Numeral,45.0,600.0,1
Stainless Steel,Leather,Solid,Stainless Steel,Strumento Marino,MENS,Quartz,Sport,11.196182331158523,Scratch Resistant Mineral,Black,Index,45.0,100.0,0
Stainless Steel,Stainless Steel,Transparent See Through,Stainless Steel,Invicta,MENS,Automatic,Dive,16.1,Scratch Resistant Mineral,Silver-tone Mercedes-logo and Breguet-style shape,Index,47.0,300.0,0
Stainless Steel,Rubber,Solid,Stainless Steel,U-Boat,MENS,Quartz,Casual,11.196182331158523,Scratch Resistant Sapphire,Black,Arabic Numeral & Index,45.0,100.0,1
Stainless Steel,Stainless Steel,Skeleton,Stainless Steel,Bell And Ross,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Stick,41.0,100.0,1
Stainless Steel,Stainless Steel Rolex Oyster,Solid,Diamond Set,Rolex,WOMENS,Automatic,Dress,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Roman Numeral,36.0,100.0,2
Stainless Steel,Stainless Steel,Solid,Stainless Steel set with Diamonds,Longines,WOMENS,Quartz,Luxury,9.0,Scratch Resistant Sapphire,Silver-tone,Diamond,36.0,300.0,1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Orient,MENS,Automatic,Dive,14.5,Scratch Resistant Sapphire,Silver-tone,Index,41.0,200.0,0
Stainless Steel,Stainless Steel,Transparent See Through,Stainless Steel,Zenith,MENS,Automatic,Luxury,11.6,Scratch Resistant Sapphire,Silver-tone,Index,41.0,100.0,1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Mathey-Tissot,WOMENS,Quartz,Casual,11.196182331158523,Scratch Resistant Mineral,Luminous Silver-tone,Index,30.0,50.0,0
Stainless Steel,(Alligator) Leather,Solid,Stainless Steel,Cartier,MENS,Quartz,Luxury,7.3,Scratch Resistant Sapphire,Blued-steel Sword-shaped,Black Roman Numeral,31.0,30.0,1
Stainless Steel,Leather,Solid,Stainless Steel,Longines,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,43.0,100.0,1
18kt Rose Gold,18kt Rose Gold,Skeleton,18kt Rose Gold,Omega,MENS,Automatic,Luxury,15.0,Scratch Resistant Sapphire,Rose Gold-tone Dauphine-style shape,Diamond,38.0,100.0,2
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Nautis,MENS,Quartz,Casual,14.0,Scratch Resistant Mineral,Silver-tone,Index,45.0,200.0,0
Stainless Steel,Leather,Screw Down,Stainless Steel,Akribos Xxiv,MENS,Quartz,Casual,12.0,Mineral with Sapphire Coating,Luminous Black,Black Arabic Numeral,48.0,30.0,0
Stainless Steel,Leather,Transparent See Through,Stainless Steel,Hamilton,MENS,Automatic,Dress,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,43.0,50.0,1
18kt Rose Gold,Leather,Transparent,18kt Rose Gold,Omega,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Gold-tone,Diamond,34.0,100.0,1
Titanium,Rubber,Solid,Titanium,Panerai,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,47.0,300.0,2
Stainless Steel,Leather NATO,Solid,Stainless Steel,Bulova,MENS,Automatic,Military,13.45,Scratch Resistant Mineral,Luminous Silver-tone,Arabic Numeral,38.0,30.0,0
Microblasted Ceramic,Rubber with a Blue (Alligator) Leather Top,Transparent See Through,Ceramic,Hublot,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,42.0,100.0,2
Stainless Steel,Stainless Steel,Solid,Stainless Steel with a Blue Ring,Stuhrling Original,MENS,Automatic,Dive,14.4,Scratch Resistant Krysterna,Luminous Yellow Gold-tone Breguet-style shape,Dot,42.0,200.0,0
Titanium,Titanium,Solid,Ceramic,Longines,UNISEX,Automatic,Dress,13.5,Scratch Resistant Sapphire,Gold-tone,Arabic Numeral,39.0,100.0,1
Stainless Steel,Stainless Steel with 18kt Yellow Gold Links,Solid,18kt Yellow Gold,Omega,WOMENS,Quartz,Luxury,7.0,Scratch Resistant Sapphire,Gold-tone Dauphine-style,Diamond,27.0,30.0,1
Alloy,Stainless Steel,Solid,Stainless Steel,Stuhrling Original,WOMENS,Quartz,Dress,11.196182331158523,Scratch Resistant Mineral,Silver-tone,Roman Numeral & Index,27.0,94.38815128863104,0
Composite Metal,Stainless Steel Mesh,Solid,Composite Metal,August Steiner,MENS,Quartz,Fashion,11.0,Scratch Resistant Mineral,Luminous Yellow Gold-tone,Arabic Numeral,43.0,30.0,0
