case_material,band_material,case_back,bezel_material,brand,gender,movement,watch_style,case_thickness,crystal,hands,dial_markers,case_diameter,water_resistance,price
18kt Rose Gold,18kt Rose Gold,Exhibition,68 Diamond Set,Vacheron Constantin,WOMENS,Automatic,Luxury,9.15,Scratch Resistant Sapphire,Rose Gold,Index,36.0,30.0,53360.0
18kt White Gold,(Alligator) Leather,Transparent,18kt White Gold,Breguet,MENS,Hand Wind,Luxury,12.65,Scratch Resistant Sapphire,Blue,Roman Numeral,40.0,30.0,27995.0
18kt White Gold,Leather,Skeleton,18kt White Gold,Patek Philippe,MENS,Automatic,Casual,11.196182331158523,Scratch Resistant Sapphire,Silver-tone Dauphine-style,Index,38.0,30.0,56925.0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel with a Blue Ceramic (Count-Up Elapsed Time) Ring,Omega,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Blue Skeleton,Dot,42.0,300.0,5150.0
Stainless Steel,Stainless Steel with Yellow Gold Links,Solid,Yellow Gold,Tudor,UNISEX,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold,Index,38.0,100.0,2845.0
Stainless Steel,Leather,Transparent,Stainless Steel,Heritor,MENS,Automatic,Casual,15.0,Scratch Resistant Mineral,Luminous Silver-tone,Index,44.0,50.0,714.99
Stainless Steel,Alligator,Transparent See Through,Stainless Steel,Omega,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Roman Numeral,41.0,30.0,3995.0
Stainless Steel,Stainless Steel with 18k Yellow Gold Links,Solid,18k Yellow Gold,Tudor,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Yellow Gold-tone,Roman Numeral,38.0,100.0,3400.0
18kt White Gold,Crocodile Leather,Solid,Diamond Set,Audemars Piguet,MENS,Automatic,Luxury,14.0,Scratch Resistant Sapphire,Luminous,Stick,44.0,20.0,149500.0
Stainless Steel,Stainless Steel and 18kt Yellow Gold Rolex Oyster,Solid,18kt Yellow Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold-tone,Diamond,40.0,100.0,34095.0
Stainless Steel,Leather,Transparent,Stainless Steel,Gevril,MENS,Automatic,Luxury,11.0,Scratch Resistant Sapphire,Silver-tone,Index,42.0,50.0,455.0
Stainless Steel,Stainless Steel decorated with Swarowski crystals,Solid,Crystal Set,Mathey-Tissot,WOMENS,Quartz,Dress,5.0,Scratch Resistant Mineral,Silver-tone,Diamond,28.0,50.0,165.0
Stainless Steel,Leather,Solid,Stainless Steel,Certina,MENS,Quartz,Casual,10.0,Scratch Resistant Sapphire,Luminous Rose Gold-tone,Index,41.0,100.0,215.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Seiko,MENS,Quartz,Casual,8.5,Scratch Resistant Sapphire,Gold-tone,Index,38.0,100.0,174.0
Stainless Steel,Alligator Leather,Solid,Stainless Steel,Breitling,WOMENS,Automatic,Luxury,9.9,Scratch Resistant Sapphire,Rose Gold-tone,Index,35.0,30.0,3150.0
Stainless Steel,(Crocodile) Leather,Transparent,Stainless Steel,Mido,WOMENS,Automatic,Dress,10.5,Scratch Resistant Sapphire,Silver-tone,Roman Numeral,33.0,50.0,374.99
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Rebecca Minkoff,WOMENS,Quartz,Casual,6.9,Scratch Resistant Mineral,Silver-tone,Dot,25.0,30.0,67.5
Stainless Steel,(Alligator) Leather,Skeleton,Stainless Steel,IWC,MENS,Automatic,Luxury,14.5,Scratch Resistant Sapphire,Blue Leaf-style,Arabic Numeral,42.0,30.0,9850.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Citizen,MENS,Eco-Drive,Sport,11.3,Scratch Resistant Sapphire,Gold-tone,Index,43.0,100.0,260.07
Stainless Steel,Leather,Solid,Stainless Steel,Mathey-Tissot,MENS,Quartz,Dress,11.196182331158523,Scratch Resistant Mineral,Silver-tone,Arabic & Index,42.0,50.0,350.0
Titanium,Rubber,Transparent See Through,Titanium,Hublot,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,38.0,50.0,5565.0
Stainless Steel,Leather,Transparent,Stainless Steel,Alpina,MENS,Automatic,Luxury,14.5,Scratch Resistant Sapphire,Luminous Silver-tone,Arabic Numeral,41.0,50.0,759.0
Stainless Steel,Stainless Steel,Transparent See Through,Stainless Steel,Invicta,MENS,Hand Wind,Casual,15.0,Flame Fusion,Red,Index,45.0,50.0,120.99
Stainless Steel,Rubber,Transparent,Stainless Steel with a Black Ceramic,Oris,MENS,Automatic,Dive,12.6,Scratch Resistant Sapphire,Luminous Silver-tone,Index,43.0,300.0,1399.0
Stainless Steel,Stainless Steel Rolex Jubilee,Solid,Stainless Steel,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Roman Numeral,28.0,100.0,10750.0
Ceramic,Ceramic,Solid,Ceramic,Rado,MENS,Automatic,Dress,11.0,Scratch Resistant Sapphire,Luminous Rose Gold-tone,Index,40.0,50.0,1295.0
Alloy,Leather,Solid,Alloy,August Steiner,WOMENS,Quartz,Casual,12.0,Domed Krysterna,Luminous Rose Gold-tone,Index,40.0,30.0,52.99
18kt Rose Gold,Alligator,Transparent See Through,Diamond Set 18kt Rose Gold,Hublot,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Index,39.0,100.0,27715.0
Stainless Steel,Stainless Steel,Transparent See Through,Stainless Steel,Omega,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Roman Numeral,34.0,30.0,3750.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Citizen,WOMENS,Eco-Drive,Dress,8.3,Scratch Resistant Sapphire,Rose Gold-tone,Roman Numeral,29.0,50.0,289.79
Stainless steel,Leather,Solid,Stainless steel,Rudiger,MENS,Quartz,Casual,11.5,Scratch Resistant Mineral,Black,Index,42.0,50.0,209.99
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Gv2 By Gevril,WOMENS,Quartz,Fashion,9.0,Scratch Resistant Sapphire,Silver-tone,Roman Numeral & Index,37.0,30.0,450.0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Vacheron Constantin,MENS,Automatic,Luxury,12.8,Scratch Resistant Sapphire,Luminous Silver-tone,Index,41.0,150.0,31165.0
18kt White Gold,Alligator Leather,Solid,18kt White Gold,Piaget,MENS,Hand Wind,Luxury,6.0,Scratch Resistant Sapphire,Silver-tone,Index,38.0,30.0,12930.0
Alloy,Stainless Steel,Solid,Alloy,Stuhrling Original,WOMENS,Quartz,Dress,8.0,Scratch Resistant Mineral,Yellow Gold-tone,Index,35.0,30.0,85.0
Stainless Steel,Stainless Steel Rolex Jubilee,Solid,Stainless Steel,Rolex,WOMENS,Quartz,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Roman Numeral,28.0,100.0,10435.0
Stainless Steel,Leather,Transparent,Stainless Steel,Stuhrling Original,MENS,Automatic,Dress,13.0,Scratch Resistant Mineral,Blue Sword-shaped,Index,47.0,50.0,335.0
18kt Rose Gold,Alligator Leather,Transparent Sapphire,18kt Rose Gold,Vacheron Constantin,WOMENS,Hand Wind,Luxury,9.95,Scratch Resistant Sapphire,Rose Gold-tone,Index and Arabic Numeral,32.0,30.0,26310.0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Longines,MENS,Automatic,Luxury,9.5,Scratch Resistant Sapphire,Blue,Roman Numeral,38.0,30.0,2140.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Tissot,WOMENS,Quartz,Casual,7.1,Scratch Resistant Sapphire,Silver-tone,Roman Numeral,28.0,50.0,204.99
Stainless Steel,Leather,Solid,Stainless Steel,Longines,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Arabic Numeral,40.0,100.0,1618.0
Stainless Steel,Stainless Steel Rolex Oyster,Solid,Diamond Set,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Diamond,36.0,100.0,17425.0
Alloy,Stainless Steel,Transparent,Stainless Steel,Stuhrling Original,WOMENS,Automatic,Dress,11.196182331158523,Scratch Resistant Mineral,Silver-tone,Roman Numeral,38.0,50.0,185.0
Titanium,Rubber,Translucent,Carbotech,Panerai,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous,Index,44.0,300.0,14315.0
Stainless Steel,Stainless Steel,Transparent See Through,Stainless Steel,Omega,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Roman Numeral,34.0,30.0,3820.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel set with Diamonds,JBW,MENS,Quartz,Dress,13.0,Scratch Resistant Mineral,Luminous Gold-tone,Index,50.0,50.0,795.0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel with a blue Ceramic Top Ring,Omega,MENS,Automatic,Dive,11.196182331158523,Scratch Resistant Sapphire,Rhodium-plated,Dot,42.0,300.0,3995.0
Stainless Steel,Stainless Steel with Yellow Gold Accents,Solid,Yellow Gold,Tudor,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold-tone,Index,41.0,100.0,3175.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Cartier,MENS,Automatic,Luxury,8.83,Scratch Resistant Sapphire,Blued-steel Sword-shaped,Black Roman Numeral,41.0,100.0,6750.0
Stainless Steel,Stainless Steel,Transparent See Through,Ceramic,Longines,MENS,Automatic,Luxury,17.0,Scratch Resistant Sapphire,Rose Gold-tone,Arabic Numeral,42.0,94.38815128863104,3185.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Daniel Wellington,WOMENS,Quartz,Casual,8.5,Scratch Resistant Mineral,Silver-tone,Index,32.0,30.0,71.56
Stainless Steel,(Alligator) Leather,Solid,Stainless Steel,Longines,MENS,Quartz,Luxury,5.0,Scratch Resistant Sapphire,Black,Roman Numeral,36.0,30.0,763.6
Ceramic,Rubber,Transparent,18kt Rose Gold,Hublot,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold,Index,42.0,50.0,13800.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Cartier,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Blued-steel Sword-shaped,Roman Numeral,39.0,100.0,7245.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Seiko,WOMENS,Quartz,Dress,8.0,Scratch Resistant Hardlex,Gold-tone,Index,28.0,100.0,100.0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel with an inlaid Blue Ceramic Ring,Breitling,MENS,Automatic,Luxury,14.4,Scratch Resistant Sapphire,Luminous Silver-tone,Index,44.0,200.0,6995.0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Raymond Weil,MENS,Automatic,Dress,10.6,Scratch Resistant Sapphire,Luminous Yellow Gold-tone,Index,42.0,100.0,1660.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Gucci,MENS,Quartz,Sport,11.0,Scratch Resistant Sapphire,Luminous Brown,Stick,42.0,30.0,1075.0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Mido,MENS,Automatic,Casual,14.5,Scratch Resistant Sapphire,Luminous Silver-tone,Dot,44.0,100.0,1250.0
Silicone and Stainless Steel,Silicone,Solid,Stainless Steel,Invicta,MENS,Quartz,Sport,16.45,Scratch Resistant Mineral,Luminous Black,Index,50.0,200.0,119.99
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Seiko,MENS,Quartz,Dress,12.0,Scratch Resistant Mineral,Gold-tone,Index,40.0,30.0,149.0
Stainless Steel,Polyurethane with Gold-plated barrel insert,Solid,Stainless Steel with Black Ion-plated (Count-Up Elapsed Time) Top Ring,Invicta,MENS,Quartz,Sport,16.0,Scratch Resistant Mineral,Gold-tone Skeleton Sword-shaped,Dot,48.0,100.0,68.99
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Mathey-Tissot,MENS,Quartz,Casual,5.0,Scratch Resistant Mineral,Luminous Silver-tone,Index,40.0,50.0,69.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel with a Red Aluminium Ring showing Tachymeter markings,Omega,MENS,Hand Wind,Luxury,14.0,Scratch Resistant Sapphire,Silver-tone,Index,42.0,50.0,8800.0
Stainless Steel,Stainless Steel and 18kt Everose Gold Rolex Jubile,Solid,18kt Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold,Roman Numeral,36.0,100.0,12875.0
Gold,Alligator Leather,Skeleton,Gold,Omega,MENS,Automatic,Luxury,9.5,Scratch Resistant Sapphire,Rose Gold,Index,39.0,30.0,6950.0
Titanium,Rubber with a Blue (Alligator) Leather Top,Solid,Titanium,Hublot,WOMENS,Quartz,Dress,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,33.0,50.0,5695.0
Stainless steel,Stainless Steel,Solid,Stainless steel,Johan Eric,MENS,Quartz,Casual,8.0,Scratch Resistant Mineral,Silver-tone,Index,40.0,50.0,119.99
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Tudor,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Gold-tone,Index,41.0,200.0,4230.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Invicta,MENS,Quartz,Casual,12.0,Scratch Resistant Mineral,Luminous Gold-tone Mercedes-logo style,Dot,43.0,200.0,54.99
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Tissot,MENS,Automatic,Casual,11.2,Scratch Resistant Sapphire,Silver-tone,Index,39.0,50.0,599.0
Titanium,Leather,Transparent,Titanium,Corum,MENS,Automatic,Luxury,17.0,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,48.0,100.0,5625.0
Stainless Steel,Stainless Steel with 18kt Rose Gold Center Links,Transparent,18kt Rose Gold set with Diamonds,Chopard,WOMENS,Automatic,Luxury,11.23,Scratch Resistant Sapphire,Rose Gold,Index,30.0,30.0,17250.0
Stainless Steel,Silicone,Solid,Stainless Steel,Invicta,MENS,Quartz,Casual,11.9,Flame Fusion,Silver-tone,Index,45.0,50.0,63.99
Stainless Steel,Leather,Transparent,Stainless Steel,Tissot,MENS,Automatic,Casual,11.2,Scratch Resistant Sapphire,Silver-tone,Index,39.0,50.0,545.0
Composite Metal,Silicone,Solid,Composite Metal,Joshua And Sons,MENS,Quartz,Fashion,15.0,Scratch Resistant Mineral,Luminous Silver-tone,Index,49.0,30.0,42.0
Stainless Steel/18k Rose Gold,Stainless Steel/18k Rose Gold,Sapphire,18k Rose Gold,Carl F. Bucherer,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Roman Numeral/Index,26.0,30.0,2795.0
Carbon Fiber,Hornback Alligator Leather,Transparent See Through,Carbon Fiber,Hublot,MENS,Hand Wind,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-Tone,Index,44.0,100.0,145420.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Mathey-Tissot,WOMENS,Quartz,Casual,11.196182331158523,Scratch Resistant Mineral,Silver-tone,Index,32.0,50.0,99.0
18kt 5N Pink Gold,Leather,Skeleton Transparent Exhibition See Through,18kt 5N Pink Gold,Vacheron Constantin,MENS,Automatic,Luxury,7.77,Scratch Resistant Sapphire,Rose Gold-tone Dauphine-style shape,Index,38.0,30.0,22700.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Audemars Piguet,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Sword-shaped,Arabic Numeral,40.0,20.0,14430.0
Stainless Steel,Stainless Steel and 18kt Yellow Gold Jubilee,Solid,18kt Yellow Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold-tone,Index,42.0,100.0,26500.0
Stainless Steel,Rubber,Transparent,Stainless Steel,Bell And Ross,MENS,Automatic,Luxury,11.0,Scratch Resistant Sapphire,Luminous Silver-tone,Index,40.0,100.0,5280.0
Stainless Steel,Rubber,Transparent,Stainless Steel,Revue Thommen,MENS,Automatic,Casual,13.0,Scratch Resistant Sapphire,Silver-tone,Index,43.0,100.0,690.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Franck Muller,UNISEX,Hand Wind,Luxury,11.196182331158523,Scratch Resistant Sapphire,Blue,Arabic Numeral,28.0,94.38815128863104,2670.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Gv2 By Gevril,WOMENS,Quartz,Fashion,8.5,Scratch Resistant Sapphire,Yellow Gold-tone,Diamond,35.0,50.0,836.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Citizen,MENS,Quartz,Sport,11.196182331158523,Scratch Resistant Mineral,Luminous Silver-tone,Index-Arabic Numeral markings at the 12 o'clock position,43.0,100.0,115.07
Stainless Steel,Rubber,Solid,Stainless Steel with an inalid Blue Ring,Ice-Watch,UNISEX,Quartz,Casual,11.196182331158523,Scratch Resistant Mineral,Luminous Gold-tone,Index,36.0,100.0,59.99
18kt Rose Gold,Alligator Leather,Skeleton Transparent Exhibition See Through,18kt Rose Gold,Vacheron Constantin,MENS,Hand Wind,Luxury,8.2,Scratch Resistant Sapphire,Black,Roman Numeral,39.0,30.0,51980.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Mathey-Tissot,WOMENS,Quartz,Dress,5.0,Scratch Resistant Sapphire,Silver-tone,Roman Numeral,32.0,50.0,142.0
Stainless Steel,Stainless Steel Jubilee with 18kt Yellow Gold Link,Screw Down,18kt Yellow Gold set with Diamonds,Rolex,UNISEX,Automatic,Dress,11.196182331158523,Scratch Resistant Sapphire,18kt Yellow Gold,Diamond,36.0,100.0,25875.0
Gold,Satin,Solid,Gold set with Diamonds,Harry Winston,UNISEX,Quartz,Luxury,6.8,Scratch Resistant Sapphire,Silver-tone,Index,39.0,30.0,10950.0
Stainless Steel and 18kt Yellow Gold,Stainless Steel and 18kt Yellow Gold Jubilee,Solid,18kt Yellow Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold,Index,41.0,100.0,19840.0
316L Stainless Steel,316L Stainless Steel,Solid,316L Stainless Steel,Tudor,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Roman Numeral,38.0,100.0,2140.0
18kt Rose Gold,Alligator Leather,Transparent,18kt Rose Gold,Glashutte Original,MENS,Automatic,Luxury,9.9,Scratch Resistant Sapphire,Blue,Roman Numeral,40.0,50.0,9750.0
18kt Yellow Gold,(Alligator) Leather,Transparent,18kt Yellow Gold,Patek Philippe,MENS,Automatic,Luxury,11.5,Scratch Resistant Sapphire,Luminous Gold-tone Leaf-style,Index,39.0,30.0,43695.0
Composite Metal,Leather,Solid,Composite Metal,August Steiner,WOMENS,Quartz,Fashion,10.0,Scratch Resistant Mineral,Rose Gold-tone Alpha-style,Arabic Numeral,30.0,30.0,49.07
Composite Metal,Leather,Solid,Composite Metal set with Baguette Crystals,Burgi,WOMENS,Quartz,Fashion,11.0,Scratch Resistant Mineral,Luminous Gold-tone,Crystal,38.0,30.0,60.38
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Longines,WOMENS,Automatic,Dress,11.196182331158523,Scratch Resistant Sapphire,Blue,Diamond,30.0,30.0,1950.0
Stainless Steel,Leather,Transparent,Stainless Steel,Tissot,MENS,Automatic,Casual,11.3,Scratch Resistant Sapphire,Silver-tone,Index,42.0,50.0,596.25
Stainless Steel,Stainless Steel and 18kt Everose Gold Oyster,Solid,18kt Everose Gold,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Everose Gold,Roman Numeral,31.0,100.0,14030.0
Stainless Steel,Calfskin leather,Transparent See Through,Stainless Steel,Breitling,MENS,Automatic,Sport,15.2,Scratch Resistant Sapphire,Silver-tone,Index,44.0,300.0,4350.0
Stainless Steel,Stainless Steel Rolex Jubilee,Solid,Stainless Steel,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Diamond,28.0,100.0,16070.0
18kt White Gold Diamond,18kt White Gold Rolex President,Solid,Diamond Set,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-Tone,Diamond,26.0,100.0,36795.0
Stainless Steel,Vegan Leather,Solid,Stainless Steel,Gv2 By Gevril,WOMENS,Quartz,Luxury,8.0,Scratch Resistant Sapphire,Yellow Gold-tone,Index,37.0,50.0,448.0
Stainless Steel,(Calfskin) Leather,Transparent,Stainless Steel with an inlaid Black Aluminium Ring,Bell And Ross,MENS,Automatic,Dress,15.25,Scratch Resistant Sapphire,Luminous Silver-tone,Index,43.0,100.0,3380.0
Stainless Steel,Rubber with a Black (Alligator ) Leather Top,Transparent,Stainless Steel with a Black Ceramic (Count-Up Elapsed Time) Top Ring,Omega,MENS,Automatic,Luxury,18.87,Scratch Resistant Sapphire,Luminous Silver-tone Arrow-shaped,Index,45.0,600.0,6598.99
Titanium,Rubber,Transparent See Through,Titanium,Zenith,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,44.0,100.0,9850.0
Stainless Steel,Leather,Solid,Crystal,Oniss,WOMENS,Quartz,Dress,8.5,Scratch Resistant Mineral,Blue,Roman Numeral,36.0,3.0,176.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Gv2 By Gevril,WOMENS,Quartz,Fashion,8.0,Scratch Resistant Sapphire,Blue,Arabic Numeral,36.0,50.0,445.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Rgmt,MENS,Automatic,Dive,18.0,Scratch Resistant Sapphire,Silver-tone,Index,54.0,1000.0,975.0
Stainless Steel,Silicone,Solid,Stainless Steel,Invicta,MENS,Quartz,Sport,14.5,Flame Fusion,Luminous Silver-tone,Index,50.0,100.0,99.99
Stainless Steel,Leather,Solid,Stainless Steel,Citizen,MENS,Eco-Drive,Sport,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index-Arabic Numeral,46.0,200.0,459.0
Stainless Steel,Stainless Steel,Transparent See Through,Stainless Steel,Longines,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,41.0,100.0,1555.0
18kt King Gold,Rubber,Transparent,48 Diamonds for 0.58ct,Hublot,UNISEX,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,42.0,100.0,36225.0
Stainless Steel,Stainless Steel,Solid,Ceramic,Gevril,MENS,Automatic,Luxury,13.0,Scratch Resistant Sapphire,Silver-tone,Index,43.0,200.0,1281.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Gv2 By Gevril,WOMENS,Quartz,Fashion,9.0,Scratch Resistant Sapphire,Black,Roman Numeral,27.0,50.0,612.0
Stainless Steel,(Croco-Embossed) Leather,Transparent,Stainless Steel,Heritor,MENS,Automatic,Casual,12.0,Sapphire-coated Mineral,Luminous Rose Gold-tone,Index,42.0,50.0,113.58
Stainless Steel,Fabric,Solid,Stainless Steel,Breitling,MENS,Automatic,Dive,12.28,Scratch Resistant Sapphire,Luminous Silver-tone,Index,43.0,300.0,2450.0
Stainless Steel,Stainless Steel Mesh,Solid,Stainless Steel with a Blue Ceramic Top Ring,Breitling,MENS,Automatic,Luxury,15.65,Scratch Resistant Sapphire,Luminous Silver-tone Arrow-shaped,Index,44.0,200.0,3995.0
Stainless Steel,Silicone with Gold-tone Inserts,Solid,Stainless Steel with an inlaid Gold Aluminum Ring,Invicta,WOMENS,Quartz,Casual,11.0,Flame Fusion,Luminous Gold-tone,Alternating Index and Arabic Numeral,39.0,100.0,75.99
