case_material,band_material,case_back,bezel_material,brand,gender,movement,watch_style,case_thickness,crystal,hands,dial_markers,case_diameter,water_resistance,price_segment,dbscan_cluster
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Citizen,MENS,Eco-Drive,Sport,11.196182331158523,Scratch Resistant Sapphire,Luminous,Index-Arabic Numeral,46.0,200.0,0,-1
Stainless Steel,Alligator Leather,Solid,Diamond Set,IWC,UNISEX,Automatic,Luxury,9.0,Scratch Resistant Sapphire,Silver-tone,Index,38.299275680421424,30.0,1,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Omega,MENS,Automatic,Dive,12.5,Scratch Resistant Sapphire,Luminous Silver-tone,Index,40.0,150.0,1,-1
18kt Yellow Gold,18kt Yellow Gold Rolex President,Solid,18kt Yellow Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold-Tone,Index,36.0,100.0,3,-1
Stainless Steel,Rubber,Solid,Stainless Steel,Longines,MENS,Quartz,Dress,12.5,Scratch Resistant Sapphire,Luminous Silver-tone,Index,41.0,50.0,0,-1
Alloy,Stainless Steel,Solid,Alloy,Stuhrling Original,MENS,Quartz,Sport,11.0,Scratch Resistant Mineral,Silver-tone,Index,44.0,50.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Tissot,MENS,Quartz,Casual,8.1,Scratch Resistant Sapphire,Silver-tone,Roman Numeral,42.0,50.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel with a Blue Ceramic Ring,Longines,MENS,Automatic,Dive,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Dot,41.0,300.0,1,-1
Stainless Steel,Leather,Solid,Stainless Steel,Gv2 By Gevril,WOMENS,Quartz,Fashion,9.0,Scratch Resistant Sapphire,Black,Roman Numeral,27.0,50.0,0,-1
Stainless Steel,(Calfskin) Leather,Solid,Stainless Steel,Cartier,MENS,Automatic,Luxury,8.4,Scratch Resistant Sapphire,Blued-steel Sword-shaped,Roman Numeral,41.0,30.0,1,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Breitling,MENS,Automatic,Sport,14.4,Scratch Resistant Sapphire,Black,"Arabic Numerals on a GMT Scale Hour Markers, Minute Markers around the outer rim",41.0,30.0,1,-1
Stainless Steel,Stainless steel and 18kt Yellow Gold Oyster,Solid,18kt Yellow Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold-tone,Index,40.0,100.0,2,3
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Longines,MENS,Automatic,Casual,11.7,Scratch Resistant Sapphire,Silver-tone,Index,40.0,30.0,1,-1
Ceramic,Ceramic,Transparent See Through,Ceramic,Hublot,MENS,Automatic,Luxury,14.5,Scratch Resistant Sapphire,Silver-tone,Index,42.0,100.0,2,-1
316L Stainless Steel,(Synthetic) Leather,Transparent,Stainless Steel,Tissot,WOMENS,Automatic,Luxury,9.75,Scratch Resistant Sapphire,Rose Gold-tone,Index,35.0,30.0,0,-1
Composite Metal,Leather,Solid,Composite Metal set with Crystals,August Steiner,WOMENS,Quartz,Casual,8.5,Scratch Resistant Hardlex,Rose Gold-tone,Index,36.0,30.0,0,-1
18kt Rose Gold,Leather,Skeleton Transparent Exhibition See Through,18kt Rose Gold,Blancpain,MENS,Automatic,Luxury,10.94,Scratch Resistant Sapphire,Rose Gold-tone Leaf-style shape,Roman Numeral,40.0,30.0,2,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel with a Blue Ring,Longines,MENS,Automatic,Dive,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone Snowflake-shape,Index,44.0,300.0,1,-1
Alloy,Leather,Solid,Alloy,Burgi,WOMENS,Quartz,Casual,11.0,Scratch Resistant Mineral,Rose Gold-tone,Crystal-tipped Index,36.0,30.0,0,-1
Stainless Steel,Rubber,Transparent,Stainless Steel,Revue Thommen,MENS,Automatic,Luxury,13.0,Scratch Resistant Sapphire,Silver-tone,Index,43.0,100.0,0,-1
18kt White Gold,Leather Strap with Crocodile Patte,Skeleton,18kt White Gold,Audemars Piguet,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Alternating Arabic and Index,29.0,20.0,3,-1
18kt Rose Gold,18kt Rose Gold,Sapphire-crystal,18kt Rose Gold,Patek Philippe,WOMENS,Automatic,Luxury,8.62,Scratch Resistant Sapphire,Gold-tone Alpha-style shape,Gold applied hour markers and numerals with luminescent coating,35.0,60.0,4,-1
18kt Everose Gold,18kt Everose Gold Rolex Oyster,Solid,18kt Rose Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold,Luminous Stick,40.0,100.0,3,0
Stainless Steel,Stainless Steel and 18kt Yellow Gold,Transparent See Through,18kt Yellow Gold,Longines,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold-tone,Diamond,42.0,30.0,1,-1
Platinum,Platinum,Solid,Diamond Set Platinum,Audemars Piguet,MENS,Automatic,Luxury,8.0,Scratch Resistant Sapphire,Black,Diamond,36.0,50.0,4,-1
Stainless Steel,Nylon,Transparent See Through,Stainless Steel,Louis Erard,MENS,Automatic,Casual,11.196182331158523,Scratch Resistant Sapphire,Black,Index,42.0,50.0,1,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Citizen,WOMENS,Eco-Drive,Dress,11.196182331158523,Scratch Resistant Mineral,Blue,Roman Numeral-Crystal,29.0,30.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Omega,WOMENS,Quartz,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone Arrow-shaped,Dot,28.0,150.0,1,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Citizen,MENS,Quartz,Dress,12.0,Scratch Resistant Mineral,Luminous Silver-tone,Index,40.0,100.0,0,-1
Alloy,Leather,Solid,Alloy,Stuhrling Original,MENS,Quartz,Sport,11.0,Scratch Resistant Mineral,Luminous Silver-tone,Index,44.0,50.0,0,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel showing Tachymeter Markings,Certina,MENS,Automatic,Sport,15.18,Scratch Resistant Sapphire,Luminous Silver-tone,Index,38.299275680421424,100.0,0,-1
Stainless Steel,Stainless Steel Mesh,Transparent,Stainless Steel,Empress,WOMENS,Automatic,Dress,13.0,Scratch Resistant Mineral,Blue,Index,38.0,50.0,0,-1
Stainless Steel,Stainless Steel Rolex Oyster,Solid,18kt White Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Diamond / Roman Numeral,41.0,100.0,2,12
18kt Rose Gold,(Alligator) Leather,Solid,18kt Rose Gold,Cartier,WOMENS,Quartz,Luxury,7.3,Scratch Resistant Sapphire,Blued-steel Sword-shaped,Black Roman Numeral,27.0,30.0,2,-1
Stainless Steel,Fabric,Solid,Stainless Steel with an inlaid Green (High-Tech) Ceramic Ring,Rado,MENS,Automatic,Dress,12.0,Scratch Resistant Sapphire,Luminous Silver-tone,Index,42.0,200.0,1,-1
Stainless Steel,Satin Strap,Solid,Paved With Snow-set Diamonds,Omega,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,18K Sedna Gold Alpha-style shape,Diamonds Indexes,34.0,100.0,2,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Mido,MENS,Automatic,Dress,10.38,Scratch Resistant Sapphire,Rose Gold-tone Dauphine-style shape,Index,40.0,30.0,0,-1
Stainless steel,Stainless Steel,Solid,Stainless steel,Rudiger,WOMENS,Quartz,Casual,8.0,Scratch Resistant Mineral,Gold-tone,Index,26.0,30.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Omega,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Blued Dauphine-style,Alternating Roman Numeral and Dot Cabochon,39.0,30.0,1,-1
Stainless Steel,Rubber,Transparent See Through,Ceramic,Tag Heuer,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,44.0,100.0,1,-1
Stainless Steel and 18kt Everose Gold,Stainless Steel and 18K Everose Gold Rolex Oyster,Solid,Diamond Set,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-Tone,Roman Numeral,28.0,100.0,2,8
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Mathey-Tissot,MENS,Quartz,Casual,8.3,Scratch Resistant Sapphire,Gold-tone,Index,42.0,50.0,0,-1
Stainless Steel,Leather,Solid,Stainless Steel,IWC,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Index,39.0,50.0,1,-1
Stainless Steel,Rubber,Solid,Stainless Steel,Revue Thommen,MENS,Automatic,Dive,13.0,Scratch Resistant Sapphire,Silver-tone,Index,42.0,300.0,0,-1
Alloy,Stainless Steel,Transparent,Alloy set with Crystals,Stuhrling Original,WOMENS,Automatic,Dress,13.0,Scratch Resistant Mineral,Yellow Gold-tone,Roman Numeral and Crystal-set Index,38.0,50.0,0,-1
Ceramic,Rubber,Solid,18K 3N gold with Ceramic inlay,Doxa,MENS,Automatic,Sport,11.196182331158523,Scratch Resistant Sapphire,Luminous Black,Index,44.0,300.0,1,-1
Titanium,Titanium,Transparent (See Through),Titanium,Hublot,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Skeleton,Index,38.0,50.0,1,-1
Stainless Steel,Stainless Steel,Screw Down,Stainless Steel with Black Top Ring,Invicta,MENS,Quartz,Casual,13.0,Flame Fusion,Luminous Silver-tone,Stick,46.0,100.0,0,-1
Stainless Steel,Stainless Steel and 18kt Everose Gold Rolex Jubile,Solid,18kt Everose Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Rose Gold,Index,41.0,100.0,2,3
Stainless Steel,Leather,Solid,Stainless Steel,Stuhrling Original,MENS,Quartz,Dress,10.0,Scratch Resistant Mineral,Silver-tone,Index,42.0,50.0,0,-1
Stainless Steel,Silicone and Stainless Steel,Solid,Stainless Steel,Invicta,MENS,Quartz,Casual,16.7,Flame Fusion,Silver-tone,Index,48.0,100.0,0,-1
Stainless Steel and 18kt Everose Gold,Stainless Steel and 18kt Everose Gold Jubilee,Solid,18kt Everose Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Everose Gold,Diamond,36.0,100.0,2,1
Stainless Steel,Leather,Solid,Stainless Steel,Hamilton,WOMENS,Quartz,Casual,8.64,Scratch Resistant Sapphire,Silver-tone,Roman Numeral,27.0,50.0,0,-1
Stainless Steel,Leather,Solid,Stainless Steel,Certina,MENS,Quartz,Casual,10.4,Scratch Resistant Sapphire,Luminous Rose Gold-tone,Index,41.0,100.0,0,-1
Stainless Steel,Rubber,Solid,Rubber,Corum,MENS,Automatic,Luxury,19.0,Scratch Resistant Sapphire,Luminous Rose Gold-tone,Index and Arabic Numeral,48.0,100.0,1,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Longines,MENS,Automatic,Luxury,11.1,Scratch Resistant Sapphire,Polished Silver-tone,Diamond,40.0,30.0,1,-1
18kt White Gold,Alligator Leather,Skeleton Transparent Exhibition See Through,18kt White Gold,Vacheron Constantin,MENS,Hand Wind,Luxury,8.2,Scratch Resistant Sapphire,Black,Roman Numeral,39.0,30.0,3,-1
Stainless Steel,Leather,Solid,Stainless Steel,Breitling,MENS,Automatic,Dive,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,44.0,500.0,1,-1
18kt Yellow Gold,(Alligator) Leather,Sapphire Crystal protected by an invisibly-hinged Dust Cover,18kt Yellow Gold,Patek Philippe,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold-tone Dauphine-style,Index,39.0,30.0,3,-1
Stainless Steel,Leather,Solid,Stainless Steel,Certina,WOMENS,Quartz,Casual,11.3,Scratch Resistant Sapphire,Luminous Silver-tone,Index,32.0,100.0,0,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Bulova,MENS,Quartz,Sport,11.196182331158523,Scratch Resistant Sapphire,Gold-tone,Index,44.0,30.0,0,-1
Stainless Steel,Alligator Leather,Skeleton Transparent Exhibition See Through,Stainless Steel,Blancpain,MENS,Automatic,Luxury,13.3,Scratch Resistant Sapphire,Silver-tone Sword-shaped,Index- Arabic at the 12 o' clock,40.0,100.0,2,-1
Stainless Steel,Genuine Leather,Solid,Stainless Steel,Porsamo Bleu,MENS,Quartz,Luxury,4.0,Scratch Resistant Mineral,Silver-tone,Index,40.0,30.0,0,-1
Stainless Steel,Leather,Solid,Stainless Steel,Invicta,MENS,Quartz,Casual,13.0,Flame Fusion,Yellow Gold-tone,Arabic Numeral and Index,48.0,100.0,0,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel with a Black Ceramic Ring,Omega,MENS,Automatic,Dive,11.196182331158523,Scratch Resistant Sapphire,Rhodium-plated,Dot,42.0,300.0,1,-1
Stainless Steel,Stainless Steel Pilot,Solid,Stainless Steel,Breitling,MENS,Automatic,Dive,16.95,Scratch Resistant Sapphire,Luminous Silver-tone,Index,44.0,500.0,1,-1
Stainless Steel,Rubber,Solid,Stainless Steel,Bell And Ross,MENS,Automatic,Luxury,9.8,Scratch Resistant Sapphire,White,Index,42.0,100.0,1,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Longines,WOMENS,Automatic,Luxury,8.0,Scratch Resistant Sapphire,Silver-tone,Diamond,25.0,30.0,0,-1
18kt Rose Gold,Cloth,Transparent See Through,18kt White Gold,Audemars Piguet,MENS,Automatic,Luxury,10.7,Scratch Resistant Sapphire,Rose Gold-tone,Arabic Numeral,41.0,30.0,2,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,JBW,UNISEX,Quartz,Luxury,13.0,Scratch Resistant Mineral,Yellow Gold-tone,Index,48.0,50.0,0,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Longines,MENS,Automatic,Casual,9.5,Scratch Resistant Sapphire,Blue,Arabic Numeral,38.0,30.0,1,-1
316L Steel,316L Steel,Solid,316L Steel,Tudor,WOMENS,Automatic,Dress,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Diamond,34.0,100.0,1,-1
Polished Finish Alloy,Leather,Solid,Polished Alloy,Burgi,WOMENS,Quartz,Casual,7.5,Mineral with Hardened Coating,Rose Gold-tone Leaf Style,Applied Arabic Numerals and Dots,34.0,30.0,0,-1
Stainless Steel,Stainless Steel and 18kt Everose Gold Rolex Oyster,Solid,18kt Everose Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Diamond,36.0,100.0,2,-1
18kt White Gold Diamond Set,18kt White Gold Diamond Set,Solid,Diamond Set,Jaeger LeCoultre,WOMENS,Hand Wind,Luxury,9.9,Scratch Resistant Sapphire,White Florale,Arabic- Dots,24.0,30.0,4,-1
18kt Rose Gold,Alligator Leather,Skeleton Transparent Exhibition See Through,18k Rose Gold,Carl F. Bucherer,MENS,Automatic,Luxury,11.98,Scratch Resistant Sapphire,Gold-tone Dauphine-style shape,Index,38.299275680421424,30.0,2,-1
Stainless Steel/18k Rose Gold,Stainless Steel/18k Rose Gold,Sapphire,18k Rose Gold,Carl F. Bucherer,WOMENS,Hand Wind,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Arabic Numeral/Index,28.0,30.0,1,-1
Stainless Steel,Stainless Steel with 18kt Sedna (Rose) Gold Bars,Solid,18kt Sedna (Rose) Gold,Omega,WOMENS,Quartz,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Rose Gold-tone Alpha-style,Diamond,28.0,30.0,1,-1
Stainless Steel,Stainless Steel Rolex Jubilee,Solid,18kt White Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Diamond / Roman NUmeral,41.0,100.0,2,12
Bronze,Textile,Solid,Bronze,Oris,UNISEX,Automatic,Casual,11.196182331158523,Scratch Resistant Sapphire,Bronze,Index,38.0,100.0,1,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel with an inlaid Green Ring,Seiko,MENS,Automatic,Sport,13.0,Scratch Resistant Hardlex,Luminous Silver-tone,Dot,42.0,100.0,0,-1
Titanium,Leather,Solid,Titanium with an inlaid Black Aluminium Ring,Chopard,MENS,Automatic,Sport,13.9,Scratch Resistant Sapphire,Luminous Black,Index / Small Arabic Numeral,44.0,100.0,1,-1
Stainless Steel,Alligator Leather,Transparent,Stainless Steel,Breitling,MENS,Automatic,Luxury,13.6,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,42.0,100.0,1,-1
Stainless Steel,Leather,Solid,Stainless Steel,Panerai,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Gold-tone,Dot,44.0,100.0,2,-1
Stainless Steel,Silicone with Stainless Steel Barrel Inserts,Solid,Stainless Steel with Blue and Red (Pepsi) Ring,Invicta,MENS,Quartz,Sport,17.0,Flame Fusion,Silver-tone Skeleton,Dot,48.0,100.0,0,-1
Diamonds and 18kt White Gold,Stainless Steel Diamond Oyster,Solid,18kt White Gold,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver Tone,Diamond,26.0,100.0,2,4
18kt Yellow Gold,Satin,Transparent See Through,Diamond Set 18kt Yellow Gold,Breguet,WOMENS,Automatic,Luxury,8.6,Scratch Resistant Sapphire,Blue-toned,Roman Numeal,24.0,30.0,2,-1
Titanium,Nylon,Solid,Ceramic,Omega,MENS,Automatic,Dive,11.196182331158523,Scratch Resistant Sapphire,Black,Index,45.0,6000.0,2,-1
Stainless Steel,(Calfskin) Leather,Solid,Stainless Steel,Longines,MENS,Automatic,Dive,11.196182331158523,Scratch Resistant Sapphire,Silver-tone Arrow-shaped,Index,42.0,300.0,1,-1
18kt Rose Gold,18kt Rose Gold,Skeleton Transparent Exhibition See Through,18kt Rose Gold,Carl F. Bucherer,MENS,Automatic,Luxury,8.75,Scratch Resistant Sapphire,Rose Gold-tone,Index,38.0,30.0,2,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Bulova,MENS,Automatic,Dress,12.7,Scratch Resistant Mineral,Luminous Rose Gold-tone,Index,42.0,30.0,0,-1
Titanium,Leather,Transparent See Through,Titanium,Audemars Piguet,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Gold-toned,Arabic,47.0,20.0,4,-1
Stainless Steel,Alligator,Transparent See Through,Stainless Steel,IWC,MENS,Automatic,Luxury,12.3,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,40.0,30.0,1,-1
Stainless Steel,Rubber,Solid,18kt Rose Gold with an inlaid Blue Ceramic Ring,Breitling,MENS,Automatic,Luxury,14.5,Scratch Resistant Sapphire,Luminous Rose Gold-tone,Index,44.0,100.0,2,-1
Composite Metal,Stainless Steel,Solid,Composite Metal set with Crystals,August Steiner,WOMENS,Quartz,Dress,7.5,Scratch Resistant Hardlex,Yellow Gold-tone,Swarovski Crystal,33.0,30.0,0,-1
18kt King Gold,Rubber with a Blue (Alligator) Leather Top,Transparent,18kt King Gold,Hublot,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous King Gold-tone,Index,45.0,100.0,3,-1
Titanium,Titanium,Transparent See Through,Titanium,Audemars Piguet,MENS,Automatic,Sport,9.5,Scratch Resistant Sapphire,Grey,Index,41.0,20.0,4,-1
Stainless Steel,Leather,Solid,Stainless Steel,Baume Et Mercier,MENS,Automatic,Luxury,11.4,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,45.0,50.0,1,-1
18kt Rose Gold,Leather,Transparent,18kt Rose Gold,Breguet,MENS,Automatic,Luxury,8.8,Scratch Resistant Sapphire,Blue,Roman Numeral,38.0,30.0,2,-1
Stainless steel,Stainless Steel,Solid,Stainless steel,Rebel,MENS,Quartz,Casual,11.0,Mineral w/ Sapphire Coating,Silver-tone,Arabic Numeral,42.0,50.0,0,-1
Alloy,Stainless Steel set with Crystals,Solid,Alloy set with Crystals,Stuhrling Original,WOMENS,Quartz,Dress,8.0,Scratch Resistant Mineral,Luminous Silver-tone,Index,36.0,30.0,0,-1
Composite Metal,Leather,Solid,Composite Metal,Akribos Xxiv,MENS,Quartz,Casual,9.5,Scratch Resistant Hardlex,Luminous Silver-tone,Index / Arabic Numeral,42.0,30.0,0,-1
Alloy,Stainless Steel,Solid,Alloy,Akribos Xxiv,WOMENS,Quartz,Casual,9.0,Sapphire-Coated Mineral,Black,Index,38.0,30.0,0,-1
Composite Metal,Leather,Solid,Composite Metal,August Steiner,MENS,Quartz,Fashion,13.0,Scratch Resistant Mineral,Luminous Silver-tone Sword-shaped,Index,45.0,10.0,0,-1
Stainless Steel,Rubber,Transparent See Through,18kt Red Gold with a Black Ceramic Top Ring,Breitling,MENS,Automatic,Sport,14.4,Scratch Resistant Sapphire,Rose Gold-tone,Index,44.0,200.0,1,-1
Stainless Steel,Leather,Solid,Stainless Steel,Porsamo Bleu,WOMENS,Quartz,Luxury,8.0,Scratch Resistant Mineral,Yellow Gold-tone,Index,21.0,30.0,0,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Cartier,MENS,Automatic,Sport,9.55,Scratch Resistant Sapphire,Silver-tone,Index-Arabic Numeral,41.0,100.0,1,-1
Stainless Steel,Leather,Solid,Stainless Steel,Stuhrling Original,MENS,Quartz,Dress,10.0,Scratch Resistant Mineral,Yellow Gold-tone,Index,42.0,50.0,0,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Heritor,MENS,Automatic,Dress,16.0,Sapphire-Coated Mineral,Luminous Black,Index,43.0,50.0,0,-1
Stainless Steel,Stainless Steel,Transparent,(High-Tech) Ceramic,Rado,WOMENS,Automatic,Casual,10.1,Scratch Resistant Sapphire,Silver-tone,Index,35.0,50.0,1,-1
Stainless Steel,Leather,Transparent,Stainless Steel,Raymond Weil,MENS,Automatic,Casual,11.196182331158523,Scratch Resistant Sapphire,Blue,Roman Numeral,39.0,50.0,0,-1
Stainless Steel,Leather,Solid,Stainless Steel,Alpina,MENS,Automatic,Sport,15.7,Scratch Resistant Sapphire,Silver-tone,Index,44.0,100.0,1,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel with a Green Ceramic insert,Longines,MENS,Automatic,Sport,13.5,Scratch Resistant Sapphire,Gold-tone,Arabic Numeral,39.0,100.0,1,-1
Titanium,Rubber,Solid,Rose Gold,Corum,MENS,Automatic,Sport,17.0,Scratch Resistant Sapphire,Rose Gold-tone,Nautical Flag,48.0,300.0,1,-1
Stainless Steel,(Alligator) Leather,Transparent,Stainless Steel,Blancpain,MENS,Hand Wind,Luxury,8.55,Scratch Resistant Mineral,Luminous Silver-tone Leaf-style,Roman Numeral,40.0,30.0,1,-1
Stainless Steel,Leather,Solid,Stainless Steel,Gv2 By Gevril,WOMENS,Quartz,Fashion,9.5,Scratch Resistant Sapphire,Yellow Gold-tone,Roman Numeral & Index,27.0,30.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Cartier,MENS,Automatic,Luxury,9.38,Scratch Resistant Sapphire,Silver-tone,Roman Numeral,39.0,100.0,1,-1
Stainless Steel,(Alligator) Leather,Solid,Stainless Steel set with 70 Diamonds,Hermes,WOMENS,Quartz,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,32.0,30.0,1,-1
Stainless Steel,Rubber,Transparent,Stainless Steel set with 114 Diamonds,Hublot,MENS,Automatic,Luxury,14.5,Scratch Resistant Sapphire,Luminous Silver-tone,Alternating Arabic Numeral and Index,44.0,100.0,2,-1
Stainless Steel,Genuine Leather,Solid,Stainless Steel,Gevril,WOMENS,Quartz,Luxury,9.5,Scratch Resistant Sapphire,Rose Gold-tone,Arabic Numeral,32.0,50.0,0,-1
Stainless steel,Leather,Solid,Stainless steel,Johan Eric,WOMENS,Quartz,Casual,6.0,Scratch Resistant Mineral,Rose Gold-tone,Index,30.0,50.0,0,-1
18kt Rose Gold,Alligator Leather,Skeleton Transparent Exhibition See Through,18kt Rose Gold,Carl F. Bucherer,MENS,Hand Wind,Luxury,12.58,Scratch Resistant Sapphire,Rose Gold-tone Dauphine-style shape,Index,41.0,30.0,3,-1
