Price,CASE_MATERIAL,CASE_SHAPE,CASE_BACK,BAND_MATERIAL,BAND_TYPE,BAND_COLOR,CLASP,DIAL_COLOR,TYPE,CRYSTAL,HANDS,DIAL_MARKERS,SECOND_MARKERS,BEZEL,BEZEL_COLOR,BEZEL_MATERIAL,BRAND,COLLECTION_NAME,GENDER,MODEL,MOVEMENT,ENGINE,CALENDAR,FUNCTIONS,WATCH_FEATURES,WATCH_STYLE,CASE_DIAMETER,WATER_RESISTANCE,CASE_THICKNESS
109.99,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Two-tone (Silver-tone and Yellow Gold-plated),Fold Over with Push Button Release,White,Analog,Scratch Resistant Sapphire,Gold-tone,Index,Minute Markers around the outer rim,Fixed,Yellow Gold-plated,Stainless Steel,Mathey-Tissot,City Metal,Mens,HB611251MBI,Quartz,Ronda Caliber 505,Date display at the 3 o'clock position,"Date, Hour, Minute, Second","Analog, Gold, Stainless Steel",Casual,42.0,50.0,8.3
64.0,Stainless Steel,Round,Solid,Stainless Steel set with Crystals,Bracelet,Silver-tone,Jewelry,Silver,Analog,Scratch Resistant Mineral,Silver-tone,Index,"Dot Markers at the 3, 6, 9 and 12 o'clock positions",Fixed,Silver-tone,Stainless Steel,DKNY,City Link,Womens,NY2751,Quartz,,,"Hour, Minute, Second","Analog, Stainless Steel",Casual,24.0,30.0,7.0
69.99,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Two-tone (Silver-tone and Rose Gold-tone),Fold Over Box with Push Button Release,Mother of Pearl (Multi-Layered),Analog,Mineral,Rose Gold-tone,,No Markers,Fixed,Rose Gold-tone,Stainless Steel set with Crystals,Lucien Piccard,Ava,Womens,LP-28022-SR-22MOP,Quartz,Miyota Caliber 2035,,"Hour, Minute, Second","Analog, Gold, Stainless Steel",Casual,32.0,50.0,8.5
99.99,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Silver-tone,Fold Over with Push Button Release,Black,Analog,Scratch Resistant Mineral,Silver-tone,Index,Minute Markers around the outer rim,Fixed,Silver-tone,Stainless Steel,Mathey-Tissot,City Metal,Mens,H611251MAN,Quartz,,Date display at the 3 o'clock position,"Date, Hour, Minute, Second","Analog, Stainless Steel",Casual,38.0,30.0,7.3
80.0,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Two-tone (Silver-tone and Yellow Gold-plated),Fold Over with Push Button Release,Gold,Analog,Sapphire Glass,Yellow Gold-tone,Index,Minute Markers around the outer rim,Fixed,Yellow Gold-plated,Stainless Steel,Mathey-Tissot,City Metal,Mens,HB611251MBDI,Quartz,Ronda Caliber 505,Date display at the 3 o'clock position,"Date, Hour, Minute, Second","Analog, Gold, Stainless Steel",Casual,42.0,50.0,5.0
89.0,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Silver-tone,Fold Over with Push Button Release,White,Analog,Sapphire,Black,Roman Numeral,Minute Markers around the outer rim,Fixed,Silver-tone,Stainless Steel,Mathey-Tissot,City Metal,Mens,HB611251MABR,Quartz,Ronda Caliber 505,Date display at the 3 o'clock position,"Date, Hour, Minute, Second","Analog, Stainless Steel",Casual,42.0,50.0,5.0
4995.0,18kt Sedna Gold,Round,Solid,(Alligator) Leather,Strap,Taupe-Brown,Tang,Taupe-Brown,Analog,Scratch Resistant Sapphire,Rose Gold,Roman Numeral,,Fixed,18k Sedna Gold,18kt Sedna Gold set with Diamonds,Omega,De Ville,Womens,428.58.36.60.13.001,Quartz,Omega Calibre 4061,,"Hour, Minute","Alligator Leather, Analog, Month, Gold, Leather, Diamond",Luxury,36.0,30.0,
199.0,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Two-tone (Silver-tone and Yellow Gold-plated),Fold Over with Push Button Release,Blue,Analog,Scratch Resistant Sapphire,Luminous Yellow Gold-tone,Index,Minute Markers around the outer rim,Fixed,Yellow Gold-plated,Stainless Steel,Mathey-Tissot,Type 22,Mens,H1822CHBU,Quartz,Ronda Caliber Z60,Date display between the 4 and 5 o'clock positions,"Chronograph, Date, Day, Hour, Minute, Small Second","Analog, Gold, Stainless Steel, Chronograph",Casual,42.0,50.0,11.0
1537.89,Stainless Steel,Round,Transparent,Stainless Steel,Bracelet,Silver-tone,Butterfly,Blue,Analog,Scratch Resistant Sapphire,Silver-tone,Diamond,,Fixed,Silver-tone,Stainless Steel,Longines,Elegant,Womens,L4.310.4.97.6,Automatic,Longines Calibre L592,Date display at the 3 o'clock position,"Date, Hour, Minute, Second","Analog, Stainless Steel, Diamond",Dress,29.0,30.0,8.5
77.0,Plastic,Round,Transparent,Rubber,Strap,Pink,Tang,Pink,Analog,Plexiglass,Silver-tone,Dot,Minute Markers,Fixed,Transparent,Plastic,Swatch,Pink Pastel,Womens,SFE111,Quartz,,,"Hour, Minute","Analog, Plastic, Rubber",Dress,34.0,30.0,3.9
84.99,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Two-tone (Silver-tone and Yellow Gold PVD),Fold Over with Push Button Release,White,Analog,Scratch Resistant Mineral,Luminous Yellow Gold-tone,Index,Minute Markers around the outer rim,Fixed,Yellow Gold PVD,Stainless Steel,Mathey-Tissot,Mathey I,Mens,H450BI,Quartz,Ronda Caliber 505,Date display at the 3 o'clock position,"Date, Hour, Minute, Second","Analog, Gold, Stainless Steel",Casual,40.0,50.0,11.0
8468.0,18kt Rose Gold,Round,Solid,Alligator Leather,Strap,Blue,Ardillon Buckle,Silver,Analog,Scratch Resistant Sapphire,Rose Gold-tone,Diamond,,Rotating,Rose Gold-tone,18kt Rose Gold,Piaget,Possession,Womens,G0A45062,Quartz,Piaget Calibre 56P,,"Hour, Minute","Alligator Leather, Analog, Gold, Leather, Diamond",Dress,29.0,30.0,7.47
52.0,Plastic,Round,Solid,Silicone (Black Arrow),Strap,White,Tang,White (Black Arrow),Analog,Plexiglass,Black,Index,,Fixed,Transparent,Plastic,Swatch,Frechia,Womens,GW409,Quartz,,Date display at the 3 o'clock position,"Date, Hour, Minute","Analog, Plastic",Casual,34.0,30.0,8.75
105.98,Stainless Steel,Round,Solid,Leather,Strap,Brown,Buckle,Silver,Analog,Scratch Resistant Mineral,Rose Gold-tone,Crystal,,Fixed,Rose Gold-tone,Crystal Set,Emporio Armani,Mia,Womens,AR11568,Quartz,,,"Hour, Minute, Second, Moon Phase","Analog, Gold, Leather, Stainless Steel, Moon Phase",Sport,32.0,50.0,8.0
155.98,Stainless Steel,Round,Solid,Leather,Strap,Green,Tang,Silver,Analog,Scratch Resistant Mineral,Rose Gold-tone,Index,Minute Markers around the outer rim,Fixed,Rose Gold-tone,Stainless Steel,Emporio Armani,Gianni T-Bar,Womens,AR11517,Quartz,,,"Hour, Minute","Analog, Gold, Leather, Stainless Steel",Dress,32.0,30.0,7.0
18500.0,Stainless Steel,Tonneau,Transparent,Leather and Rubber,Strap,Red,Buckle,,Analog,Scratch Resistant Sapphire,Silver-tone,,,Fixed,Silver-tone,Diamond Set,Franck Muller,Vanguard,Womens,V 35 S6 SQT D AC RG AC,Hand Wind,Franck Muller Calibre FM 1540-VS3,,"Hour, Minute, Second","Analog, Leather, Rubber, Stainless Steel, Diamond",Luxury,35.0,30.0,
179.0,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Silver-tone,Fold Over with Safety Release,Black,Analog,Scratch Resistant Mineral,Silver-tone Skeleton,Alternating Index and Diamond Numeral,,Fixed,Silver-tone,Stainless Steel,Citizen,Corso,Womens,FE2100-51E,Eco-Drive,Citizen Caliber Eco-Drive J730,,"Hour, Minute, Second, Solar-powered","Analog, Solar, Stainless Steel, Diamond",Dress,29.0,30.0,7.9
10220.0,18kt Rose Gold,Round,Solid,Alligator Leather,Strap,Blue,Ardillon Buckle,Silver,Analog,Scratch Resistant Sapphire,Rose Gold-tone,Diamond,,Rotating,Rose Gold-tone,18kt Rose Gold,Piaget,Possession,Womens,G0A45072,Quartz,Piaget Calibre 56P,,"Hour, Minute","Alligator Leather, Analog, Gold, Leather, Diamond",Dress,34.0,30.0,7.47
125.0,Stainless Steel,Cushion,Solid,Stainless Steel,Bracelet,Silver-tone,Deployment,Blush,Analog,Scratch Resistant Mineral,Silver-tone,Crystal,Minute Markers around the inner ring,Fixed,Silver-tone,Stainless Steel,Coach,Tatum,Womens,14504156,Quartz,,Date display at the 3 o'clock position,"Date, Hour, Minute, Second","Analog, Stainless Steel",Dress,34.0,30.0,
322.99,Stainless Steel,Unique,Transparent See Through,Stainless Steel,Bracelet,Silver-tone,Butterfly push button,Yellow and Black,Analog,Flame Fusion,Silver-tone,Index,Minute Markers around the outer rim,Fixed,Silver-tone,Stainless Steel,Invicta,Akula,Mens,44012,Hand Wind,9615D (GUN),,"Hour, Minute","Stainless Steel, Analog",Casual,48.0,100.0,14.1
93.98,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Two-tone (Silver-tone and Rose Gold-tone),Fold Over with Safety Release,Silver,Analog,Scratch Resistant Mineral,Silver-tone,,Minute Markers around the outer rim,Fixed,Rose Gold-tone,Stainless Steel,Fossil,Scarlette,Womens,ES5261,Quartz,,,"Hour, Minute, Second","Analog, Gold, Stainless Steel",Casual,38.0,50.0,
12350.0,18kt Rose Gold,Rectangle,Solid,Alligator Leather,Strap,Grey,Tang,Mother of Pearl,Analog,Scratch Resistant Sapphire,Rose Gold-tone,Arabic Numeral,,Fixed,,Diamond Set,Hermes,Cape Cod Nantucket,Womens,041683WW00,Quartz,,,"Hour, Minute","Alligator Leather, Analog, Gold, Leather, Diamond",Dress,27.0,30.0,
11500.0,18kt Rose Gold,Rectangle,Solid,Leather,Strap,Blue,Buckle,White,Analog,Scratch Resistant Sapphire,Black,Arabic Numeral,Minute Scale around the inner rim,Fixed,Rose Gold-tone,18kt Rose Gold Set with Diamonds,Franck Muller,Long Island,Unisex,952 QZ D 1R HO 5N,Quartz,,,"Hour, Minute","Analog, Gold, Leather, Diamond",Luxury,26.0,30.0,
11500.0,18kt Rose Gold,Tonneau,Solid,Leather,Strap,Pink,Buckle,White,Analog,Scratch Resistant Sapphire,Rose Gold-tone,Arabic Numeral,,Fixed,Rose Gold-tone,18kt Rose Gold Set with Diamonds,Franck Muller,Cintree Curvex,Unisex,2852 SC D 1R PINK TONES 5N,Automatic,,,"Hour, Minute, Second","Analog, Gold, Leather, Diamond",Luxury,31.0,30.0,
16500.0,18kt White Gold,Tonneau,Solid,Leather,Strap,White,Buckle,Silver,Analog,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,,Fixed,,,Franck Muller,Vanguard,Womens,V 32 CH QTR SAI D ASIA LTD AC BC,Automatic,,,"Hour, Minute, Second","Analog, Gold, Leather",Luxury,32.0,30.0,
95.0,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Black,Deployment with Push Button Release,Black,Analog,Scratch Resistant Mineral,,Index-Arabic Numeral,Minute Markers around the outer rim,Fixed,Black,Stainless Steel,Alfred Sung,Titan,Mens,AS3202B-1A,Quartz,,Date display between 4 and 5 o'clock position,"Date, Hour, Minute, Second","Stainless Steel, Analog",Sport,44.0,100.0,
95.0,Brass,Round,Solid,Leather,Strap,Brown,Buckle,Black,Analog,Scratch Resistant Mineral,Gold-tone,Index,Minute Markers around the outer rim,Fixed,Gold-tone,Brass,Alfred Sung,Ultra Slim,Unisex,AS7003RL-5A1,Quartz,,,"Hour, Minute","Analog, Gold, Leather",Casual,41.0,30.0,
2950.0,Stainless Steel,Square,Solid,Leather,Strap,,Buckle,Silver,Analog,Scratch Resistant Sapphire,Silver-tone,Index,,Fixed,Silver-tone,Stainless Steel,Hermes,Medor PM,Womens,041262WW00,Quartz,,,"Hour, Minute","Analog, Leather, Stainless Steel",,23.0,30.0,
95.0,Stainless Steel,Round,Solid,Leather,Strap,Black,Buckle,Black,Analog,Scratch Resistant Mineral,Rose Gold-tone,Index-Arabic Numeral,Tachymeter Markers around the outer rim,Fixed,Black,Stainless Steel,Alfred Sung,Astral,Mens,AS1900BL-1A,Quartz,,,"Month, Date, Day, Hour, Minute, Second, Moon Phase","Analog, Month, Gold, Leather, Stainless Steel, Moon Phase",Casual,46.0,100.0,
11500.0,18kt Rose Gold,Rectangle,Solid,Leather,Strap,Red,Buckle,White,Analog,Scratch Resistant Sapphire,Blue,Arabic Numeral,Minute Scale around the inner rim,Fixed,Rose Gold-tone,18kt Rose Gold Set with Diamonds,Franck Muller,Long Island,Unisex,952 QZ D 1R COL DR 5N,Quartz,,,"Hour, Minute","Analog, Gold, Leather, Diamond",Luxury,26.0,30.0,
137.98,Stainless Steel,Round,Solid,Stainless Steel Mesh,Bracelet,Silver-tone,Fold Over,Silver-tone,Analog,Scratch Resistant Mineral,Silver-tone,Index-Arabic Numeral,,Fixed,Silver-tone,Stainless Steel,Coach,Greyson,Womens,14504146,Quartz,,,"Hour, Minute","Analog, Stainless Steel",Casual,36.0,30.0,
95.0,Brass,Round,Solid,Leather,Strap,Black,Buckle,White,Analog,,,Index,,Fixed,Silver-tone,Brass,Alfred Sung,Ultra Slim,Mens,AS7105SL-1A7,Quartz,,,"Hour, Minute, Small Second","Leather, Analog",Casual,41.0,30.0,
52.99,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Two-tone (Gold and Silver-tone),Fold over push button,Black,Analog,Scratch Resistant Mineral,Gold-tone,Roman Numeral,,Fixed,Gold-tone,Stainless Steel,Invicta,Wildflower,Womens,48233,Quartz,TMI Caliber PC21J,,"Hour, Minute, Second","Analog, Gold, Stainless Steel",Casual,32.0,30.0,7.9
95.0,Stainless Steel,Round,Solid,Leather,Strap,Black,Buckle,Black,Analog,Scratch Resistant Mineral,Silver-tone,Index-Arabic Numeral,Minute Markers around the outer rim,Fixed,Silver-tone,Stainless Steel,Alfred Sung,Astral,Mens,AS1901SL-1A,Quartz,,,"Date, Day, Month, Hour, Minute, Second, Moon Phase","Analog, Month, Leather, Stainless Steel, Moon Phase",Sport,46.0,100.0,
67.49,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Gold-tone,Fold Over with Safety Release,Blue,Analog,Scratch Resistant Mineral,Luminous Gold-tone,Dot,"Arabic Numeral Markers at the 6, 9 and 12 o'clock positions. Minute Markers around the outer rim",Uni-directional Rotating,Gold-tone,Stainless Steel with an inlaid Blue Ring,Ice-Watch,,Mens,016762,Quartz,,Date display at the 3 o'clock position,"Date, Hour, Minute, Second","Analog, Gold, Stainless Steel",Sport,44.0,100.0,13.0
95.0,Brass,Round,Solid,Suede,Strap,Pink,Buckle,White,Analog,,Gold-tone,Index,,Fixed,Gold-tone,Brass,Alfred Sung,Ultra Slim,Womens,AS4000RSD-4A,Quartz,,,"Hour, Minute, Second","Gold, Analog",Casual,36.0,30.0,
95.0,Brass,Round,Solid,Leather,Strap,Brown,Buckle,White,Analog,Scratch Resistant Mineral,Gold-tone,Index,,Fixed,Gold-tone,Brass,Alfred Sung,Ultra Slim,Womens,AS7103RL-5A7,Quartz,,,"Hour, Minute, Small Second","Analog, Gold, Leather",Casual,41.0,30.0,
24750.0,18kt Rose Gold,Tonneau,Solid,Leather,Strap,Black,Buckle,Black,Analog,Scratch Resistant Sapphire,Rose Gold-tone,Arabic Numeral,Minute Markers around the outer rim,Fixed,,18kt Rose Gold Set with Diamonds,Franck Muller,Vanguard,Unisex,V 41 SC DT D 5N NR 5N,Automatic,,Date display at the 6 o'clock position,"Date, Hour, Minute, Second","Analog, Gold, Leather, Diamond",Luxury,41.0,30.0,
95.0,Brass,Round,Solid,Leather,Strap,Black,Buckle,Black,Analog,,Gold-tone,Index,,Fixed,Gold-tone,Brass,Alfred Sung,Ultra Slim,Mens,AS7100RL-1A,Quartz,,,"Hour, Minute, Small Second","Analog, Gold, Leather",Casual,41.0,30.0,
62.99,Stainless Steel,Round,Solid,Rubber,Strap,White,Tang,Blue,Analog,Scratch Resistant Mineral,Luminous Silver-tone,Crystal,"Index Markers at the 6, 9 and 12 o'clock positions. Minute Markers around the outer rim",Uni-directional Rotating,Silver-tone,Stainless Steel with an inlaid White Ring,Ice-Watch,,Unisex,020365,Quartz,,Date display at the 3 o'clock position,"Date, Hour, Minute, Second","Stainless Steel, Rubber, Analog",Casual,36.0,100.0,
67.99,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Gold-tone,Fold over safety,Red,Analog,Scratch Resistant Mineral,Gold-tone,Index,Minute Markers around the outer rim,Fixed,Gold-tone,,Invicta,Nfl,Mens,48094,Quartz,TMI Caliber PC21J,,"Hour, Minute, Second","Analog, Gold, Stainless Steel",Sport,48.0,50.0,12.4
154.79,Stainless Steel,Round,Solid,Glass Fiber and Stainless Steel,Bracelet,Two-tone (Red and Silver-tone),Fold over safety,Silver-tone,Analog,Flame Fusion,Red,Index,Minute Markers around the outer rim,,Three-tone (Silver-tone and Silver and Red),Cable and Stainless Steel,Invicta,Bolt,Mens,42106,Quartz,Ronda Caliber Z60 FE,Date display at the 4 o'clock position,"Chronograph, Date, Day, Hour, Minute, Second","Analog, Stainless Steel, Chronograph",Sport,60.0,100.0,
18542.0,18kt White Gold,Round,,Alligator Leather,Strap,Blue,,Silver,Analog,Scratch Resistant Sapphire,Silver-tone,Index,,Fixed,,18kt White Gold Set with 76 Diamonds,Piaget,Altiplano,Unisex,G0A45407,Automatic,Piaget Calibre 501P,,"Hour, Minute","Alligator Leather, Analog, Gold, Leather, Diamond",Luxury,35.0,30.0,8.07
10995.0,18kt White Gold,Round,Solid,Alligator Leather,Strap,Red,Push Button Deployant Buckle,Silver,Analog,Scratch Resistant Sapphire,Silver-tone,Diamond,,Rotating,,18kt White Gold Set with 42 Diamonds,Piaget,Possession,Womens,G0A44284,Quartz,Piaget Calibre 56P,,"Hour, Minute","Alligator Leather, Analog, Gold, Leather, Diamond",Luxury,29.0,30.0,7.47
28378.0,18kt White Gold,Round,Solid,Alligator Leather,Strap,Red,Buckle,Mother of Pearl,Analog,Scratch Resistant Sapphire,Silver-tone,,,Fixed,,18kt White Gold Set with Diamonds,Chopard,Happy Diamonds,Womens,204445-1006,Quartz,,,"Hour, Minute","Alligator Leather, Analog, Gold, Leather, Diamond",Luxury,37.0,30.0,9.18
7140.0,Stainless Steel,Round,Transparent See Through,Alligator Leather,Strap,,Buckle,White,Analog,Scratch Resistant Sapphire,Silver-tone,Roman Numeral,,Fixed,Silver-tone,Stainless Steel,Blancpain,Villeret,Womens,6127-1127-95A,Automatic,Blancpain Calibre 1151,Date display at the 3 o'clock position,"Date, Hour, Minute, Second","Alligator Leather, Analog, Leather, Stainless Steel",Luxury,33.0,30.0,8.9
439.99,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Silver-tone,Butterfly,White,Analog,Scratch Resistant Sapphire,Silver-tone,Dots,Minute Markers around the outer rim,Fixed,Silver-tone,Stainless Steel,Hamilton,Jazzmaster Lady Quartz,Womens,H32231110,Quartz,Caliber F04.115,Date display at the 6 o'clock position,"Date, Hour, Minute, Second","Stainless Steel, Analog",Dress,30.0,50.0,8.0
67.99,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Silver-tone,Fold over safety,Black,Analog,Scratch Resistant Mineral,Silver-tone,Index,Minute Markers around the outer rim,Fixed,Silver-tone,Stainless Steel,Invicta,Nfl,Mens,48085,Quartz,TMI Caliber PC21J,,"Hour, Minute, Second","Stainless Steel, Analog",Sport,48.0,50.0,12.4
7500.0,Stainless Steel,Rectangle,Solid,Leather,Strap,Black,Buckle,Silver,Analog,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,Minute Scale around the inner rim,Fixed,Silver-tone,Stainless Steel Set with Diamonds,Franck Muller,Long Island,Unisex,952 QZ D 1R REL AC,Quartz,,,"Hour, Minute","Analog, Leather, Stainless Steel, Diamond",Luxury,44.0,30.0,
9950.0,18kt Rose Gold,Round,,Leather,Strap,Brown,,Opaline,Analog,Scratch Resistant Sapphire,18kt Rose Gold,Roman Numeral,,Fixed,,18kt Rose Gold,Blancpain,Villeret,Womens,6127-3642-55B,Quartz,Blancpain Calibre 1151,Date display at the 3 o'clock position,"Date, Hour, Minute, Second","Analog, Gold, Leather",Dress,33.0,,8.9
137.4,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Graphite,Fold Over with Safety Release,Graphite Grey,Analog,Scratch Resistant Mineral,Graphite,Index,Minute Markers around the outer rim,Fixed,Graphite,Stainless Steel,Daniel Wellington,Classic,Unisex,DW00100777,Quartz,,,"Hour, Minute","Stainless Steel, Analog",Dress,40.0,30.0,
137.4,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Silver-tone,Fold Over with Safety Release,Black,Analog,Scratch Resistant Mineral,Silver-tone,Index,Minute Markers around the outer rim,Fixed,Silver-tone,Stainless Steel,Daniel Wellington,Classic,Unisex,DW00100774,Quartz,,,"Hour, Minute","Stainless Steel, Analog",Dress,40.0,30.0,
191.4,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Graphite,Deployment with Push Button Release,Grey Sunray,Analog,Scratch Resistant Mineral,Graphite,Index,Minute Markers around the outer rim,Fixed,Graphite,Stainless Steel,Daniel Wellington,Iconic,Unisex,DW00100643,Quartz,,,"Chronograph, Hour, Minute, Second","Analog, Stainless Steel, Chronograph",Sport,42.0,50.0,
251.4,Stainless Steel,Round,Transparent,Stainless Steel,Bracelet,Black,Deployment with Push Button Release,Black,Analog,Scratch Resistant Sapphire,Black,Index,Minute Markers around the outer rim,Fixed,Black,Stainless Steel,Daniel Wellington,Iconic,Unisex,DW00100753,Automatic,,Date display at the 3 o'clock position,"Date, Hour, Minute, Second","Stainless Steel, Analog",Casual,40.0,100.0,
15257.0,18kt White Gold Set with 162 Diamonds,Round,Transparent See Through,Alligator Leather,Strap,Blue,Buckle,White Mother of Pearl,Analog,Scratch Resistant Sapphire,Rose Gold-tone,Diamond,,Rotating,,Diamond Set,Piaget,Possession,Womens,G0A45082,Quartz,Piaget Calibre 56P,,"Hour, Minute","Alligator Leather, Analog, Gold, Leather, Diamond",Luxury,29.0,30.0,7.47
137.4,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Silver-tone,Fold Over with Safety Release,Blue,Analog,Scratch Resistant Mineral,Silver-tone,Index,Minute Markers around the outer rim,Fixed,Silver-tone,Stainless Steel,Daniel Wellington,Classic,Unisex,DW00100776,Quartz,,,"Hour, Minute","Stainless Steel, Analog",Dress,40.0,30.0,
